Word,both_hit,both_fa,both_h_fa,d_both,c_both,img,Bird2001,Bristol2006,Chiarello1999,Glasgow2018,Cortese,MRC,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Max_strength.perceptual,Max_strength.action,Max_strength.sensorimotor,Minkowski3.perceptual,Minkowski3.action,Minkowski3.sensorimotor,c.Bird,c.Bristol,c.Chiarello,c.Cortese,c.Glasgow,c.MRC,Frequency,Length.y,Body,Food,Object,Communication
SUEDE,0.81,0.09,0.73,2.26,0.24,5.2,NA,NA,NA,NA,5.2,5.5,0.316,0,3.526,0.158,0.947,3.579,0.895,3,1.474,0.316,0.632,3.579,3,3.579,4.491,3.148,4.957,NA,NA,NA,0.69923593,NA,0.702696059,-0.46455257,-0.6045748,0.474124658,0.133473082,1.35212742,-1.460523091
SUIT,0.73,0.15,0.57,1.62,0.21,5.5,4.52,NA,NA,6.242,5.5,5.36,0.211,0,2.842,0.368,0.053,4.474,2.75,2.55,1.6,0.3,3.05,4.474,3.05,4.474,4.828,4.119,5.671,0.137889437,NA,NA,0.99923593,1.383183359,0.562696059,1.042842722,-0.824942788,2.337699842,-0.820973828,0.90385303,-1.139536273
SUITE,0.8,0.26,0.54,1.48,-0.09,5.2,NA,NA,5.60714,NA,5.2,4.87,0.944,0.167,1.222,0.444,0.556,3.667,1.409,1.545,1.045,0.5,1.364,3.667,1.545,3.667,3.738,2.175,3.969,NA,NA,0.690705869,0.69923593,NA,0.072696059,0.55604199,-0.599612432,0.069367516,-0.509867036,0.208222352,-1.310722898
SULK,0.81,0.32,0.49,1.34,-0.21,3.1,4.64,NA,NA,4.2,3.1,NA,0.8,0,0.35,3.1,0,2.5,1.444,1.722,3.278,2.333,2.278,3.1,3.278,3.278,3.582,4.079,4.846,0.257889437,NA,NA,-1.40076407,-0.658816641,NA,-0.675071866,-0.999045149,1.526399543,-0.163080608,-1.132552137,1.141084497
SUM,0.69,0.07,0.62,1.99,0.5,3.4,NA,NA,NA,NA,3.4,4.65,1.889,0.278,0.5,0.222,0.389,2.944,0.4,0.85,2.05,1.3,0.35,2.944,2.05,2.944,3.191,2.259,3.531,NA,NA,NA,-1.10076407,NA,-0.147303941,0.515823242,-1.295393189,-1.35545514,-0.391095461,0.154849562,0.027172745
SUN,0.7,0.05,0.65,2.13,0.54,6.9,NA,NA,NA,6.656,6.9,6.39,0.35,0.05,2.2,1.7,0.15,4.7,2.412,2.471,3.529,1.235,2.412,4.7,3.529,4.7,4.925,4.465,5.929,NA,NA,NA,2.39923593,1.797183359,1.592696059,1.263971271,-1.244056818,2.080198488,-0.506630978,0.867412463,0.579879692
SUNG,0.61,0.19,0.42,1.15,0.3,3.3,NA,3.51,NA,NA,3.3,NA,4.625,0,0.125,0.875,0,1.938,0,0.071,1.714,4.071,1,4.625,4.071,4.625,4.746,4.189,5.65,NA,-0.498806214,NA,-1.20076407,NA,NA,-0.21254197,-1.777184645,-0.94190471,0.246698597,-0.808233044,2.547091932
SUNK,0.67,0.24,0.43,1.16,0.13,3.5,NA,3.86,NA,3.971,3.5,NA,0.667,0,0.833,0.889,0,3.333,1.864,2.273,1.955,0.818,1.727,3.333,2.273,3.333,3.38,3.154,4.121,NA,-0.148806214,NA,-1.00076407,-0.887816641,NA,0.215520313,-1.079922746,1.067710234,-0.818826774,-0.555353314,-0.831228377
SURE,0.51,0.17,0.34,0.96,0.46,2.2,NA,NA,NA,2.743,2.2,2.85,1.875,0,0.688,2.25,0,1.875,1.05,1.25,2.85,1.8,1.3,2.25,2.85,2.85,2.92,3.249,3.897,NA,NA,NA,-2.30076407,-2.115816641,-1.947303941,2.134789087,-0.959776349,0.053517142,-0.638981415,-1.865550544,0.267636393
SURF,0.83,0.17,0.66,1.9,0,6.1,NA,5.8,NA,6.219,6.1,6.01,2.5,0.812,2.812,0.875,1.25,4.062,3.696,2.87,2.565,0.826,2.739,4.062,3.696,4.062,4.763,4.822,6.038,NA,1.791193786,NA,1.59923593,1.360183359,1.212696059,-0.073806917,-0.757153638,2.698561133,0.192795519,0.983606235,0.461191469
SURGE,0.8,0.39,0.4,1.1,-0.28,3.3,NA,2.56,4.10714,3.697,3.3,NA,1.375,0.562,0.75,0.75,0.75,2.125,1.55,1.4,2.05,1,1.3,2.125,2.05,2.125,2.389,2.634,3.172,NA,-1.448806214,-0.809294131,-1.20076407,-1.161816641,NA,-0.392082984,-0.672506522,0.045645426,-0.148229798,-0.713261304,-0.627806765
SWAB,0.74,0.25,0.48,1.3,0.01,5.2,NA,NA,NA,NA,5.2,NA,0.267,0.2,2.8,0.933,0.133,3.267,0.222,3.333,1.778,1,0.278,3.267,3.333,3.333,3.863,3.522,4.662,NA,NA,NA,0.69923593,NA,NA,-0.265125431,-0.964989863,0.27349731,0.034304241,0.207518625,-1.238171448
SWAM,0.86,0.21,0.66,1.92,-0.15,4.4,5.08,NA,NA,NA,4.4,NA,1.188,0.312,2.562,1.312,0.625,2.875,3.867,4.067,2.667,1.267,3.533,2.875,4.067,4.067,3.552,5.751,6.171,0.697889437,NA,NA,-0.10076407,NA,NA,-0.44708042,-1.133223355,4.013104103,-0.088686293,-0.440291962,-0.006262171
SWAMP,0.8,0.43,0.37,1.01,-0.32,6,NA,5.55,NA,6.229,6,6,1.75,0.312,1.562,0.625,2.938,4.25,1.842,0.895,1.842,0.368,0.632,4.25,1.842,4.25,4.814,2.382,5.001,NA,1.541193786,NA,1.49923593,1.370183359,1.202696059,-0.001140309,-0.695552495,-0.206511184,0.851565726,1.045769935,-0.438185573
SWAN,0.73,0.31,0.42,1.1,-0.06,6.3,6.52,NA,6.64286,6.829,6.3,NA,1.588,0.235,0.824,0,0.471,4.412,0.471,1.353,2.882,0.412,0.412,4.412,2.882,4.412,4.491,2.988,4.894,2.137889437,NA,1.726425869,1.79923593,1.970183359,NA,0.315710467,-0.952613931,-0.847796715,-0.505752137,1.560060345,0.474823628
SWAP,0.8,0.45,0.35,0.95,-0.35,2.9,NA,NA,4.42857,NA,2.9,NA,1.167,0.056,2.778,0.111,0.278,3.611,0.238,1.905,1.19,0.19,0.19,3.611,1.905,3.611,4.124,2.051,4.286,NA,NA,-0.487864131,-1.60076407,NA,NA,0.162709735,-0.947091545,-0.700394524,-0.389677194,1.227068713,-1.218051436
SWARM,0.85,0.38,0.47,1.33,-0.36,4.8,NA,NA,NA,5.143,4.8,4.88,1.562,0.062,1.375,0.5,0.312,3.938,0.55,0.95,1.7,0.6,0.75,3.938,1.7,3.938,4.074,1.873,4.202,NA,NA,NA,0.29923593,0.284183359,0.082696059,-0.350204566,-0.625827132,-0.562576509,-0.489071668,0.846083335,-0.339786425
SWAY,0.65,0.27,0.38,1,0.11,3.8,NA,3.21,NA,5.457,3.8,NA,1.167,0.056,1.889,2.167,0.111,3.556,2.737,2.526,2.263,1.158,2.684,3.556,2.737,3.556,3.988,4.104,5.099,NA,-0.798806214,NA,-0.70076407,0.598183359,NA,-0.326692033,-0.941861896,2.635217105,-0.508977624,-0.854704017,-0.174175194
SWEAR,0.68,0.11,0.57,1.71,0.39,3,4.44,NA,4.32143,NA,3,NA,4.812,0,0.125,0.312,0,1,0,0.857,1.905,3.476,0.048,4.812,3.476,4.812,4.827,3.673,5.452,0.057889437,NA,-0.595004131,-1.50076407,NA,NA,0.895877144,-1.271474662,-1.580873849,-0.132308869,-0.904710593,2.155018725
SWEAT,0.84,0.29,0.55,1.57,-0.23,5.8,NA,4.81,NA,5.97,5.8,5.6,0,1.375,2.312,1.188,2.188,3.5,2.619,2.714,2.952,0.857,3.238,3.5,3.238,3.5,4.121,4.615,5.521,NA,0.801193786,NA,1.29923593,1.111183359,0.802696059,0.623681428,-0.478970005,2.413903102,1.28824563,0.0826967,-0.756052033
SWEEP,0.76,0.48,0.28,0.75,-0.32,5,5.1,5.47,NA,5.515,5,5.13,1.333,0,2.333,0.222,0.056,3.444,2.524,3.952,1.19,0.143,1.333,3.444,3.952,3.952,3.825,4.342,5.166,0.717889437,1.461193786,NA,0.49923593,0.656183359,0.332696059,0.467147253,-0.662363012,1.522855165,-0.893275912,1.167567104,-1.055453381
SWEET,0.73,0.28,0.46,1.21,-0.02,4,5.82,NA,NA,5.114,4,4.93,0.35,4.1,0.35,0.75,1.65,1,0.053,0.263,2,3.947,0.053,4.1,3.947,4.1,4.216,4.112,5.247,1.437889437,NA,NA,-0.50076407,0.255183359,0.132696059,1.531137447,-0.782900581,-1.744470056,3.747995603,-1.923486515,-0.548090379
SWELL,0.85,0.26,0.59,1.67,-0.19,3.9,NA,NA,NA,NA,3.9,4.1,0.571,0.095,1.952,3,0.143,3.143,2.474,2.895,2.579,2.316,2,3.143,2.895,3.143,4.035,4.254,5.225,NA,NA,NA,-0.60076407,NA,-0.697303941,0.216216545,-0.801852014,2.203804081,-0.094724392,-0.565353414,0.272674055
SWEPT,0.81,0.49,0.32,0.89,-0.43,4.4,NA,3.71,NA,NA,4.4,NA,1.214,0.071,1.071,0.571,0,2.929,1.684,2.789,1.684,0.474,1.053,2.929,2.789,2.929,3.048,3.192,3.933,NA,-0.298806214,NA,-0.10076407,NA,NA,0.3638292,-0.59884487,0.647571948,-0.850085157,-0.315907537,-1.083740298
SWERVE,0.81,0.07,0.74,2.37,0.3,5,NA,NA,NA,NA,5,NA,1.05,0.25,1.45,1.5,0.25,4.35,2.056,2.222,1.611,0.167,1.722,4.35,2.222,4.35,4.48,3.071,4.917,NA,NA,NA,0.49923593,NA,NA,-0.598121608,-0.417902251,1.365384518,-0.504308126,0.585214789,-0.606829429
SWIFT,0.86,0.29,0.57,1.63,-0.26,3.3,NA,3.23,NA,3.364,3.3,4.6,0.882,0,0.588,1.294,0.294,2.882,2.684,2.158,1.947,0.632,0.842,2.882,2.684,2.882,3.001,3.351,4.014,NA,-0.778806214,NA,-1.20076407,-1.494816641,-0.197303941,0.021822886,-0.540270459,0.954572209,-0.784762603,-0.917525722,-0.898491696
SWIM,0.8,0.19,0.61,1.73,0.02,5.6,6.12,6.27,NA,6.412,5.6,5.72,2.15,0.55,3.3,1.7,0.9,3.3,4.053,4.158,2.842,2.105,3.211,3.3,4.158,4.158,4.442,5.885,6.63,1.737889437,2.261193786,NA,1.09923593,1.553183359,0.922696059,0.718914899,-0.87975036,3.921599856,0.350721159,-0.173984789,0.582251467
SWINE,0.79,0.25,0.54,1.47,-0.07,5,NA,NA,NA,NA,5,NA,2,0.842,0.895,0,1.579,3.895,0.778,1,1.444,1.389,0.833,3.895,1.444,3.895,4.166,1.978,4.31,NA,NA,NA,0.49923593,NA,NA,-0.112363759,-0.747550775,-0.82099706,0.674597035,0.629608757,-0.278437366
SWING,0.68,0.26,0.42,1.1,0.09,5.8,NA,5.9,NA,6.194,5.8,NA,1.053,0,2.368,1.895,0,3.474,1.85,2.9,1.35,0.35,1.35,3.474,2.9,3.474,3.983,3.292,4.624,NA,1.891193786,NA,1.29923593,1.335183359,NA,0.860404046,-0.882917215,1.222694312,-0.688221088,0.300930528,-0.983933666
SWIPE,0.86,0.51,0.35,1.07,-0.55,3.6,NA,NA,5.2963,NA,3.6,NA,1.158,0.105,2.474,0.421,0.053,2.737,0.737,4.105,1.158,0.158,0.158,2.737,4.105,4.105,3.34,4.144,4.768,NA,NA,0.379865869,-0.90076407,NA,NA,-0.188434089,-0.529957493,0.283276555,-0.467920943,1.052704466,-1.217332127
SWIRL,0.86,0.26,0.6,1.74,-0.22,4.3,NA,NA,NA,NA,4.3,NA,0.467,0.267,1.2,0.6,0,3.467,2,2.611,2.389,1.167,1.333,3.467,2.611,3.467,3.523,3.514,4.433,NA,NA,NA,-0.20076407,NA,NA,-0.362262545,-0.548092058,0.983135409,-0.517362313,0.514002882,-0.375018216
SWITCH,0.64,0.33,0.31,0.81,0.04,4.3,3.97,NA,NA,NA,4.3,NA,1.706,0,2.706,0.588,0,3.353,0.889,3.333,2.556,0.722,0.889,3.353,3.333,3.353,3.972,3.815,4.907,-0.412110563,NA,NA,-0.20076407,NA,NA,0.874435432,-0.54231367,0.445026581,-0.696457118,1.234950823,-0.092432646
SWOOP,0.8,0.34,0.46,1.24,-0.21,3.5,NA,NA,NA,NA,3.5,NA,1.941,0.176,0.235,0.941,0.059,3.588,1.25,1.688,0.75,0.062,0.812,3.588,1.688,3.588,3.788,1.976,3.96,NA,NA,NA,-1.00076407,NA,NA,-0.213710985,-0.785843863,-0.174634395,-0.832341052,0.356174966,-0.711813359
SWORD,0.91,0.15,0.76,2.38,-0.17,6.8,NA,NA,6.92857,6.677,6.8,5.97,1.056,0,3.833,0.111,0,4.667,1.4,4,1.55,0.45,1.85,4.667,4,4.667,5.419,4.252,6.18,NA,NA,2.012135869,2.29923593,1.818183359,1.172696059,0.575456052,-0.768181504,1.655531007,-0.53740586,2.152318368,-0.74288923
SWORE,0.76,0.19,0.57,1.58,0.1,3,NA,NA,NA,NA,3,4.04,3.895,0,0,0.211,0.263,1.053,0.05,0.3,1.4,3.75,0.2,3.895,3.75,3.895,3.921,3.815,4.874,NA,NA,NA,-1.50076407,NA,-0.757303941,0.182489563,-1.218580358,-1.578227468,0.208558395,-1.169257775,1.476171752
SWORN,0.7,0.39,0.3,0.79,-0.12,2.9,NA,NA,NA,NA,2.9,NA,3.375,0,0,1.375,0,1.5,0.091,0.682,1.909,3.727,0.227,3.375,3.727,3.727,3.541,3.895,4.695,NA,NA,NA,-1.60076407,NA,NA,0.129461963,-1.069645184,-1.126217786,0.120338498,-1.382203266,1.565254259
SWUNG,0.73,0.29,0.43,1.15,-0.03,4.2,NA,NA,NA,NA,4.2,NA,0.588,0,0.882,1.235,0,2.529,1.737,3.474,2,0.842,1.789,2.529,3.474,3.474,2.666,3.947,4.317,NA,NA,NA,-0.30076407,NA,NA,-0.105783547,-0.692966398,1.546928428,-0.645545886,-0.799924236,-0.900354391
TAB,0.71,0.26,0.45,1.21,0.05,3.9,NA,NA,NA,NA,3.9,NA,0.6,0.067,2.4,0.533,0,3.8,0,2.167,1.056,0.167,0,3.8,2.167,3.8,4.103,2.247,4.316,NA,NA,NA,-0.60076407,NA,NA,0.106663851,-1.255760819,-0.739257009,-0.477868609,1.05948039,-1.339643205
TACK,0.6,0.2,0.4,1.09,0.3,5.3,NA,NA,6.42857,NA,5.3,5.46,0.765,0.176,2.471,0.294,0.118,3.059,0.316,1.421,0.526,0.526,0.211,3.059,1.421,3.059,3.535,1.474,3.619,NA,NA,1.512135869,0.79923593,NA,0.662696059,-0.135244765,-1.211397992,-0.835443787,-0.282715709,0.538316173,-1.714907219
TACT,0.65,0.22,0.43,1.16,0.19,2.4,NA,NA,2.85714,2.371,2.4,NA,2.265,0.147,0.412,1.441,0.147,2.029,0.355,0.774,3.226,2.903,0.387,2.265,3.226,3.226,2.846,3.884,4.338,NA,NA,-2.059294131,-2.10076407,-2.487816641,NA,-0.710659165,-1.318684513,-0.82254004,-0.012793395,-0.508311011,1.724780519
TAG,0.63,0.31,0.32,0.84,0.08,4.5,NA,NA,5.57143,NA,4.5,NA,0.333,0.048,2.048,0.238,0,3,0.273,3,1.591,0.136,0.227,3,3,3,3.291,3.143,4.055,NA,NA,0.654995869,-0.00076407,NA,NA,0.645802917,-1.259347303,-0.461789099,-0.663939705,0.870737932,-1.385676541
TAIL,0.62,0.22,0.4,1.08,0.24,6.5,NA,5.71,NA,6.344,6.5,5.51,0.444,0.111,2.611,0.778,0.111,4.278,1.1,1.95,2.2,0.15,1,4.278,2.2,4.278,4.589,2.732,4.892,NA,1.701193786,NA,1.99923593,1.485183359,0.712696059,0.9648316,-1.009786069,0.325260962,-0.592768394,1.263782687,-0.781846968
TAINT,0.86,0.32,0.54,1.54,-0.31,3.1,NA,NA,3.35714,NA,3.1,NA,0.5,1.25,1.25,0.625,1.5,2.5,0.471,1.588,2.353,1.059,0.647,2.5,2.353,2.5,2.855,2.649,3.472,NA,NA,-1.559294131,-1.40076407,NA,NA,-0.5627111,-0.612740968,-0.601658162,1.006381063,-0.122000458,-0.921671276
TAKE,0.46,0.19,0.27,0.77,0.5,2.8,NA,NA,NA,3.886,2.8,3.37,1.263,0.368,3.421,0.368,0.105,2.737,1.368,3.947,1.842,1.211,1.105,3.421,3.947,3.947,3.972,4.188,5.144,NA,NA,NA,-1.70076407,-0.972816641,-1.427303941,2.306297886,-1.075526979,0.900549184,-0.262271948,0.083884895,-1.121895648
TALE,0.69,0.12,0.58,1.69,0.34,3.6,NA,2.85,NA,4.235,3.6,3.63,3.833,0.167,0.389,0.556,0.278,1.889,0.182,0.636,2.227,2.227,0.227,3.833,2.227,3.833,3.986,2.818,4.409,NA,-1.158806214,NA,-0.90076407,-0.623816641,-1.167303941,0.33137721,-1.552263412,-1.515629916,-0.256676772,-0.05332112,1.607573862
TALK,0.49,0.07,0.42,1.47,0.76,4.7,4.67,NA,NA,NA,4.7,4.53,4.5,0,0,1.167,0,2,0,0.412,2.294,5,0.706,4.5,5,5,4.653,5.161,6.199,0.287889437,NA,NA,0.19923593,NA,-0.267303941,1.964031813,-1.477164618,-1.201007189,0.332736153,-0.946901349,2.962884631
TALL,0.56,0.14,0.42,1.23,0.46,5.1,NA,5.15,NA,6.441,5.1,5.14,0.632,0.263,0.526,0.632,0.263,4.632,1.737,1.053,2.211,0.474,2.421,4.632,2.421,4.632,4.642,3.158,5.086,NA,1.141193786,NA,0.59923593,1.582183359,0.342696059,1.004896909,-1.068449532,0.976616237,-0.63603807,-0.072971712,-0.452537497
TAME,0.53,0.2,0.34,0.94,0.39,3.1,NA,NA,NA,3.667,3.1,4.47,0.722,0.056,0.833,0.889,0,2.5,0.737,0.842,1.526,0.842,0.632,2.5,1.526,2.5,2.585,1.755,2.831,NA,NA,NA,-1.40076407,-1.191816641,-0.327303941,0.104068188,-1.086813872,-0.573480249,-0.637153451,-1.198420654,-1.318710722
TAN,0.8,0.12,0.68,2,0.17,5.2,5.03,NA,NA,NA,5.2,NA,0,0,0.579,0.947,0.158,4.632,3,3.25,2.25,0.75,3.25,4.632,3.25,4.632,4.648,4.754,5.924,0.647889437,NA,NA,0.69923593,NA,NA,0.201002487,-1.241968985,2.914561777,-0.803912897,-0.110707827,-0.438973999
TAPE,0.61,0.17,0.44,1.23,0.33,6.1,NA,NA,NA,5.971,6.1,5.73,0.737,0.158,2.368,0.158,0.263,3.789,0.316,3,2.105,0.579,0.316,3.789,3,3.789,4.084,3.32,4.713,NA,NA,NA,1.59923593,1.112183359,0.932696059,1.240250374,-0.972356719,-0.395909879,-0.394081015,1.437919743,-0.766716921
TAPS,0.73,0.07,0.66,2.09,0.44,3.9,NA,NA,NA,NA,3.9,NA,3.167,0.167,2.944,1.111,0.111,2.833,1.55,2.95,1.95,1,0.45,3.167,2.95,3.167,4.334,3.359,4.923,NA,NA,NA,-0.60076407,NA,NA,-0.29268032,-1.264034083,0.541806952,-0.446194654,0.818860337,0.483728138
TAR,0.75,0.04,0.71,2.48,0.57,5.5,NA,NA,NA,NA,5.5,5.5,0.2,0.2,1.667,0.2,3.133,3.133,0.588,1.824,1.765,0.294,0.235,3.133,1.824,3.133,4.045,2.277,4.272,NA,NA,NA,0.99923593,NA,0.702696059,-0.200309914,-1.308658607,-0.742846194,1.18867113,0.753450674,-1.401038278
TART,0.8,0.23,0.57,1.58,-0.05,4.1,NA,NA,NA,NA,4.1,NA,0.235,4.176,0.353,1.235,1.176,1.353,0,0.9,1.8,3.9,0.05,4.176,3.9,4.176,4.289,4.039,5.251,NA,NA,NA,-0.40076407,NA,NA,-0.083070821,-1.17822013,-1.236707768,3.673362141,-1.874463201,-0.456598962
TASK,0.61,0.42,0.19,0.49,-0.03,3.2,NA,NA,3.39286,NA,3.2,4.1,2.059,0.118,1.059,0.529,0,2.059,2.842,3.263,3.579,1.737,2.632,2.059,3.579,3.579,2.659,5.027,5.263,NA,NA,-1.523574131,-1.30076407,NA,-0.697303941,0.281651587,-1.025898624,2.056405888,-0.842787667,-0.204212567,1.19338203
TASTE,0.62,0.29,0.33,0.86,0.13,4,4.5,NA,NA,3.088,4,4.25,0.235,4.647,0.647,1.824,2,0.941,0,0.2,1.3,5,0.45,4.647,5,5,4.87,5.03,6.239,0.117889437,NA,NA,-0.50076407,-1.770816641,-0.547303941,1.074329,-1.026655341,-1.36237199,4.873193943,-1.685587261,-0.120967135
TAUGHT,0.83,0.37,0.45,1.26,-0.3,3.4,NA,2.95,NA,2.594,3.4,NA,2.789,0,0.474,1.263,0.053,2.632,0.381,1.476,2.476,2.095,0.524,2.789,2.476,2.789,3.477,3.029,4.118,NA,-1.058806214,NA,-1.10076407,-2.264816641,NA,1.189532088,-0.801347972,-0.703748146,-0.478656969,-0.713801724,0.761556077
TAUNT,0.81,0.36,0.45,1.24,-0.25,2.9,NA,NA,4.03704,NA,2.9,NA,3.394,0.152,0.667,0.636,0.182,3.121,0.564,1.418,2.527,3.418,0.636,3.394,3.418,3.418,4.123,3.901,5.058,NA,NA,-0.879394131,-1.60076407,NA,NA,-0.862537628,-1.23051137,-0.532547099,0.107800928,0.574682312,2.153639673
TAUT,0.78,0.32,0.45,1.21,-0.15,2.3,NA,NA,NA,NA,2.3,NA,0.5,0,3.125,0.875,0.125,4.062,0.667,2.5,1.5,0.778,0.333,4.062,2.5,4.062,4.616,2.706,4.907,NA,NA,NA,-2.20076407,NA,NA,-1.064933054,-1.202715689,0.437536461,-0.113129415,0.498742669,-1.087532244
TAX,0.71,0.09,0.62,1.92,0.41,4.2,3.7,NA,NA,NA,4.2,4.46,1.05,0.1,0.3,0.7,0.1,2.75,0.35,0.8,1.75,0.9,0.5,2.75,1.75,2.75,2.816,1.892,3.076,-0.682110563,NA,NA,-0.30076407,NA,-0.337303941,0.697544213,-1.206084387,-1.246329453,-0.703480011,-0.45599803,-0.6989046
TEA,0.74,0.07,0.67,2.13,0.44,6.4,NA,NA,6.60714,NA,6.4,5.99,0.765,4.647,1.412,1.353,3.412,2.941,0,1.333,2.111,4.389,0.333,4.647,4.389,4.647,5.553,4.585,6.444,NA,NA,1.690705869,1.89923593,NA,1.192696059,1.094007442,-1.179928325,-1.208493569,5.254987968,-0.103385932,0.159518236
TEACH,0.68,0.14,0.54,1.55,0.31,3.7,NA,4.12,5.53571,3.548,3.7,4.29,3.353,0.294,0.588,1,0.353,2.706,0.952,2.905,3.571,3.333,1.048,3.353,3.571,3.571,3.888,4.779,5.517,NA,0.111193786,0.619275869,-0.80076407,-1.310816641,-0.507303941,1.195248602,-0.923342933,0.277314349,0.049823715,-0.235153531,2.135236272
TEAM,0.69,0.27,0.42,1.1,0.06,5,NA,5.17,NA,5.033,5,5.65,2.176,0,0.412,0.647,0.118,4.059,1,1.211,1.526,1.421,0.895,4.059,1.526,4.059,4.264,2.148,4.438,NA,1.161193786,NA,0.49923593,0.174183359,0.852696059,1.500046448,-1.101953488,-0.652885738,-0.750920591,0.454995874,0.172882044
TEAR,0.74,0.24,0.5,1.36,0.03,5.7,NA,NA,NA,NA,5.7,5.5,1.222,0.556,2.111,1.889,0.111,3.333,0.429,2.524,3.143,1.571,0.429,3.333,3.143,3.333,3.807,3.712,4.738,NA,NA,NA,1.19923593,NA,0.702696059,0.83425605,-1.229249957,-0.045462856,0.036004533,0.524555143,0.496694903
TEASE,0.75,0.29,0.46,1.22,-0.06,3.8,NA,NA,NA,3.531,3.8,NA,3,0.1,1,2.15,0.05,3,1.364,2.227,3.318,2.773,1.227,3,3.318,3.318,4.019,4.185,5.17,NA,NA,NA,-0.70076407,-1.327816641,NA,0.242974204,-1.122982043,0.675576509,-0.212908751,0.076574153,2.123375307
TEE,0.78,0.1,0.68,2.03,0.25,4.2,NA,NA,NA,NA,4.2,NA,0.188,0.062,2.688,0.375,0.125,3.75,0.95,2.8,1.7,0.35,1.95,3.75,2.8,3.75,4.164,3.277,4.753,NA,NA,NA,-0.30076407,NA,NA,-0.273916528,-1.26871053,1.061026874,-0.450452337,0.856131874,-1.144800896
TEETH,0.85,0.17,0.68,1.97,-0.04,6.7,NA,6.36,NA,6.714,6.7,6.11,1.235,1.176,2.941,2.059,0.412,4.176,0.095,0.714,1.667,4.476,0.19,4.176,4.476,4.476,4.8,4.558,5.899,NA,2.351193786,NA,2.19923593,1.855183359,1.312696059,1.179331746,-0.821994728,-0.676695674,1.777694995,0.620279109,0.699862648
TELL,0.5,0.14,0.36,1.1,0.55,2.5,NA,NA,4,NA,2.5,3.5,2.842,0.158,0.368,0.368,0.211,1.211,0.15,0.35,2.05,4.75,0.15,2.842,4.75,4.75,2.918,4.875,5.201,NA,NA,-0.916434131,-2.00076407,NA,-1.297303941,2.110083249,-1.437400148,-1.666860421,0.489337872,-1.351509515,1.473527411
TEMPT,0.63,0.15,0.48,1.37,0.34,2.8,NA,NA,3.57143,3.344,2.8,4.37,3.071,1.143,1.357,3.5,1.357,3.5,0.353,0.765,2.412,1.118,0.647,3.5,2.412,3.5,4.949,2.53,5.16,NA,NA,-1.345004131,-1.70076407,-1.514816641,-0.427303941,-0.149294697,-0.727899708,-0.068094188,1.118773709,-0.791793804,0.815206176
TEN,0.75,0.17,0.57,1.61,0.14,6.3,4.94,NA,NA,NA,6.3,NA,1.45,0.25,0.85,0.4,0.25,3.3,0.35,0.6,1.75,0.8,0.2,3.3,1.75,3.3,3.411,1.831,3.579,0.557889437,NA,NA,1.79923593,NA,NA,1.72588862,-1.248845761,-1.413101023,-0.574416658,-0.363141037,-0.862359191
TEND,0.56,0.15,0.4,1.16,0.43,2.1,3.4,NA,3.14286,NA,2.1,NA,1.15,0.05,1.4,1.15,0,2,1,2.842,1.842,1.053,0.842,2,2.842,2.842,2.398,3.174,3.577,-0.982110563,NA,-1.773574131,-2.40076407,NA,NA,0.46009354,-1.093614903,0.309862793,-0.622968611,-1.206047974,-0.998922755
TENSE,0.71,0.19,0.52,1.44,0.17,2.6,NA,2.86,NA,3.794,2.6,4.22,1.7,0.1,1.7,4.35,0.3,2.65,2.95,3.05,3.25,2.5,3.85,4.35,3.85,4.35,4.803,5.441,6.478,NA,-1.148806214,NA,-1.90076407,-1.064816641,-0.577303941,0.00993621,-0.937161999,4.045907221,0.140807807,-2.011231211,1.394679223
TENT,0.78,0.12,0.66,1.93,0.2,6.6,NA,NA,NA,6.588,6.6,5.93,0.625,0,3.188,0.312,0.562,4.812,1.474,2.263,1.684,0.526,1.421,4.812,2.263,4.812,5.245,2.827,5.506,NA,NA,NA,2.09923593,1.729183359,1.132696059,0.71948501,-1.105967936,0.837680889,-0.268163595,1.693765565,-0.829256744
TENTH,0.61,0.12,0.5,1.48,0.45,4.3,NA,3.25,NA,NA,4.3,NA,1.111,0,0.111,0,0,2,0.7,1.2,1.75,0.8,0.2,2,1.75,2,2.108,1.996,2.587,NA,-0.758806214,NA,-0.20076407,NA,NA,0.251433212,-0.674339601,-1.102996582,-0.900034084,-0.98759677,-1.183125724
TEST,0.69,0.14,0.55,1.59,0.31,5.3,3.88,NA,NA,4.771,5.3,5.28,1.812,0.562,1.062,1.25,0.625,3.188,0.75,1.9,3.05,1.3,0.7,3.188,3.05,3.188,3.474,3.368,4.311,-0.502110563,NA,NA,0.79923593,-0.087816641,0.482696059,1.360933898,-1.066922669,-0.433189089,-0.093165412,0.214265197,0.49098088
TEXT,0.66,0.14,0.52,1.51,0.34,5.1,NA,NA,5.82143,6.086,5.1,4.37,0.529,0,0.412,0,0,4.471,0.048,3.381,3.381,0.714,0.286,4.471,3.381,4.471,4.474,4.267,5.51,NA,NA,0.904995869,0.59923593,1.227183359,-0.427303941,0.468577839,-0.735765564,-0.392680693,-0.709462644,1.849080653,0.528991711
